indicator,region,unit,year,value,source
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2019,8972082000000.0,INSEED - GDP Expenditure
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2020,8697597000000.0,INSEED - GDP Expenditure
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2021,8620435000000.0,INSEED - GDP Expenditure
"GDP, Production approach, constant prices (N-1)",TCHAD,Francs CFA,2022,9740554000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2005,4563892000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2006,5072558000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2007,5200540000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2008,5969975000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2009,5792893000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2010,6956068000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2011,7862948000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2012,9134991000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2013,8823673000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2014,8958899000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2015,8607806000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2016,7719452000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2017,7751211000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2018,8513328000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2019,8733307000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2020,8595167000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2021,9356007000000.0,INSEED - GDP Expenditure
"GDP, Production approach, current prices",TCHAD,Francs CFA,2022,11120705000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2005,357239000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2006,425566000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2006,426699000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2007,548724000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2007,527667000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2008,648422000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2008,618833000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2009,711294000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2009,681504000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2010,760790000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2010,741810000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2011,945277000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2011,863855000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2012,1049503000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2012,984833000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2013,1004814000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2013,981295000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2014,780567000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2014,709652000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2015,602446000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2015,554476000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2016,836112000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2016,789649000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2017,741646000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2017,785669000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2018,694279000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2018,695347000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2019,741340000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2019,690284000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2020,828328000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2020,756059000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2021,873433000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2021,861763000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2022,979197000000.0,INSEED - GDP Expenditure
General government,TCHAD,Francs CFA,2022,934779000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2005,2765187000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2006,3082445000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2006,2883502000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2007,3040885000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2007,3290763000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2008,3510115000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2008,3258947000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2009,3844069000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2009,3557011000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2010,4280717000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2010,4347086000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2011,4304287000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2011,4268203000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2012,4632329000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2012,4341898000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2013,4892514000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2013,4891360000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2014,5002656000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2014,4998027000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2015,5357101000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2015,5305315000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2016,5320179000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2016,5496687000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2017,5284104000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2017,5448078000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2018,5487513000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2018,5498303000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2019,5543445000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2019,5706598000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2020,5597369000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2020,5444293000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2021,5763547000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2021,5727600000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2022,6370640000000.0,INSEED - GDP Expenditure
Households,TCHAD,Francs CFA,2022,6000248000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2005,1505406000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2006,1638728000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2006,1667160000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2007,1645305000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2007,1668248000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2008,1731077000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2008,1666318000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2009,1852718000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2009,1811555000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2010,2037628000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2010,2045720000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2011,1956387000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2011,1970073000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2012,1917178000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2012,1860948000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2013,1886441000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2013,1545061000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2014,1583270000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2014,1637701000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2015,1773468000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2015,1702500000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2016,1648105000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2016,1700208000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2017,1558338000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2017,1662812000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2018,1778745000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2018,1788949000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2019,1895937000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2019,1844274000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2020,1663678000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2020,1634195000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2021,1652566000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2021,1649302000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2022,1807452000000.0,INSEED - GDP Expenditure
Imports,TCHAD,Francs CFA,2022,1761481000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2005,39573000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2006,33954000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2006,32629000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2007,40325000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2007,37358000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2008,43019000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2008,41391000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2009,43456000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2009,43089000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2010,36424000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2010,34034000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2011,38174000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2011,37484000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2012,42366000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2012,39257000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2013,43227000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2013,43030000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2014,44896000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2014,44337000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2015,48900000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2015,48153000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2016,48871000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2016,50127000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2017,49818000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2017,50429000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2018,43376000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2018,49818000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2019,42480000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2019,44938000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2020,44889000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2020,44009000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2021,46133000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2021,46505000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2022,50566000000.0,INSEED - GDP Expenditure
NPISH,TCHAD,Francs CFA,2022,47794000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2005,71765000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2006,71229000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2006,73622000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2007,91424000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2007,97543000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2008,98571000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2008,98805000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2009,109572000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2009,115664000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2010,162524000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2010,160388000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2011,192582000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2011,193477000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2012,181284000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2012,201598000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2013,223900000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2013,219763000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2014,229759000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2014,221635000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2015,168552000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2015,251068000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2016,148944000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2016,163594000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2017,207067000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2017,148706000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2018,219983000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2018,223902000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2019,224562000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2019,223377000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2020,283675000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2020,278420000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2021,301895000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2021,290649000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2022,373718000000.0,INSEED - GDP Expenditure
Net taxes on products,TCHAD,Francs CFA,2022,361708000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2005,1336398000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2006,1629993000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2006,1364964000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2007,1526432000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2007,1735365000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2008,1734728000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2008,1549810000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2009,1920732000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2009,1714050000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2010,2312959000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2010,2395795000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2011,2135288000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2011,2135348000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2012,2474157000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2012,2374838000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2013,2798239000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2013,2692767000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2014,2792382000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2014,2762408000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2015,2894032000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2015,2934856000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2016,3039273000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2016,3199348000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2017,2978797000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2017,3071726000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2018,3202556000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2018,3097715000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2019,3282882000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2019,3358425000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2020,3497156000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2020,3371743000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2021,3503085000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2021,3509696000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2022,3917600000000.0,INSEED - GDP Expenditure
Primary,TCHAD,Francs CFA,2022,3646631000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2005,1823936000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2006,2001587000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2006,1772832000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2007,2133496000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2007,1985414000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2008,2520614000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2008,2157715000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2009,2021869000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2009,2412197000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2010,2638340000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2010,2215508000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2011,3229689000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2011,2830831000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2012,3964850000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2012,3649699000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2013,3394869000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2013,3865056000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2014,3324597000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2014,3451362000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2015,2919620000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2015,3504283000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2016,1956497000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2016,2293159000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2017,2050861000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2017,1810179000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2018,2469418000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2018,2203387000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2019,2511615000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2019,2663640000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2020,2054503000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2020,2412717000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2021,2676740000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2021,1995635000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2022,3676906000000.0,INSEED - GDP Expenditure
Secondary,TCHAD,Francs CFA,2022,2740515000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2005,1331792000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2006,1369749000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2006,1328672000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2007,1449188000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2007,1475207000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2008,1616062000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2008,1555862000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2009,1740721000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2009,1648158000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2010,1842246000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2010,1820295000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2011,2305389000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2011,2113164000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2012,2514699000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2012,2348620000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2013,2406665000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2013,2613856000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2014,2612161000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2014,2570298000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2015,2625601000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2015,2565312000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2016,2574739000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2016,2596208000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2017,2514486000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2017,2563169000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2018,2621371000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2018,2671213000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2019,2714248000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2019,2726640000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2020,2759833000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2020,2634717000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2021,2874287000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2021,2824455000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2022,3152481000000.0,INSEED - GDP Expenditure
Tertiary,TCHAD,Francs CFA,2022,2991700000000.0,INSEED - GDP Expenditure
Changes in inventories,TCHAD,Francs CFA,2005,-136973000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2006,-111084000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2006,-242978000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2007,-53827000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2007,-250770000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2008,98119000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2008,-177041000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2009,133127000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2009,-236180000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2010,511084000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2010,-25230000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2011,954223000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2011,-256311000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2012,1267941000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2012,88334000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2013,1099963000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2013,65581000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2014,1631922000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2014,496080000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2015,961394000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2015,131908000000.0,INSEED - GDP Production
Changes in inventories,TCHAD,Francs CFA,2016,408057000000.0,INSEED - GDP Production
